text,category
"DIA
CIF: 13445643U
Fecha: 9/3/2026
----------------------
FRUTA  49.15
GALLET AS  6.01
HUEVOS  19.36
PESCADO  24.71
CAR6E  23.26
----------------------
TOTAL EUR  142.35
CAMBIO",alimentacion
"ALCAMPO
CIF: 17253973Y
Fecha: 17/7/2026
----------------------
QUEO  16.59
POLLO  18.79
LECHE  22.84
----------------------
TOTAL EUR  163.35
TARJETA",alimentacion
"AENA
CIF: 90855624H
Fecha: 19/3/2026
----------------------
T6XI  44.69
BONO  41.12
DIES^L  41.67
PARKING  40.04
----------------------
TOTAL EUR  116.43
GRACIAS POR SU VISITA",transporte
"AHOR RAMAS
CIF: 96625067E
Fecha: 24/6/2026
----------------------
PESAO  9.98
REFRESCO  8.41
YOGUR  28.3
HUEVOS  18.85
----------------------
TOTAL EUR  96.73
EFECTIVO",alimentacion
"H&M
CIF: 68457674N
Fecha: 13/7/2026
----------------------
JER SEY  28.86
CHAQUETA  23.35
----------------------
TOTAL EUR  154.85
IVA",ropa
"MULTIPICAS
CIF: 82278448F
Fecha: 24/2/2026
----------------------
GAF AS  7.92
RVISION  4.81
PARACETAMOL  44.94
IBUPR*FENO  26.37
LENTILLAS  22.78
----------------------
TOTAL EUR  163.55
TARJETA",salud
"VSIONLAB
CIF: 35716569U
Fecha: 15/1/2026
----------------------
PACETAMOL  5.0
ANALISIS  10.05
OPTICA  43.0
RECETA  37.58
----------------------
TOTAL EUR  90.93
TICKET",salud
"ADESLAS
CIF: 83392803H
Fecha: 21/7/2026
----------------------
RECTA  28.48
MEDICAMENTO  18.37
----------------------
TOTAL EUR  19.57
CAJERO",salud
"GOGLE
CIF: 53523984B
Fecha: 5/4/2026
----------------------
MENSUALIAD  48.68
LICENCIA  10.41
NE!FLIX  38.16
CUOTA  29.05
AMAZON PRIME  36.74
----------------------
TOTAL EUR  51.43
GRACIAS POR SU VISITA",suscripciones
"GENERAL OP$ICA
CIF: 44934232E
Fecha: 26/2/2026
----------------------
FISIO  27.16
OPTICA  35.08
MASAJE  8.68
REVISION  13.46
LENTILLAS  26.67
---------------^------
TOTAL EUR  67.0
TARJETA",salud
"PULL AND BEAR
CIF: 27022388X
Fecha: 10/4/2026
------- ---------------
VES@IDO  4.12
P$NTALON  25.68
JERSEY  3.32
----------------------
TOTAL EUR  172.18
CAMBIO",ropa
"DISNEY+
CIF: 26295979S
Fecha: 18/6/2026
----------------------
C9OTA  46.32
AMAZON PRIME  36.3
SO0TWARE  43.86
----1-----------------
TOTAL EUR  35.88
EUR",suscripciones
"DIA
CIF: 56392195V
Fecha: 22/5/2026
----------------------
CAR NE  17.22
PAN  15.74
AR#OZ  39.09
POLLO  36.62
REFRESCO  40.69
YOGUR  39.57
----------------------
TOTAL EUR  14.37
TICKET",alimentacion
"CLINICA DENT AL
CIF: 48420613G
Fecha: 24/12/2026
----------------------
MEDICAMENTO  13.24
DENTIS$A  17.91
PARACETAMOL  47.91
FARMACIA  5.19
CL@NICA  19.96
----------------------
TOTAL EUR  87.56
EUR",salud
"VIPS
CIF: 29728199I
Fecha: 27/1/2026
----------------------
TAP AS  15.85
T EATRO  41.08
----------------------
TOTAL EUR  138.52
TARJETA",ocio
"BERSH KA
CIF: 27187917X
Fecha: 5/7/2026
----------------------
CINTUON  2.44
D$PORTE  23.29
----------------------
TOTAL EUR  166.67
EFECTIVO",ropa
"DECAT HLON
CIF: 22332448C
Fecha: 5/4/2026
----------------------
ROPA INTERIOR  37.5
DEPO3TE  35.43
----------------------
TOTAL EUR  58.46
TOTAL",ropa
"C ONFORAMA
CIF: 15936981U
Fecha: 24/2/2026
----------------------
HERRAMIENTAS  46.81
LUZ  39.22
----------------------
TOTAL EUR  179.88
TOTAL",hogar
"V5PS
CIF: 17341712A
Fecha: 13/2/2026
----------------------
CINE  49.67
PALOMITS  5.55
CENA  17.35
CONCIERTO  19.49
----------------------
TOTAL EUR  147.65
TICKET",ocio
"ALCAMPO
CIF: 48785030J
Fecha: 7/10/2026
----------------------
PESCADO  36.82
VERDUA  21.83
----------------------
TOT$L EUR  114.54
EFECTIVO",alimentacion
"SNITAS
CIF: 19597692T
Fecha: 2/7/2026
----------------------
GAFAS  24.47
OPTICA  25.62
----------------------
TOTAL EUR  13.82
TARJETA",salud
"PRIMAK
CIF: 32456858F
Fecha: 14/7/2026
----------------------
CHAQUETA  1.19
CAMSA  3.63
BOL SO  44.33
PANTALON  49.5
----------------------
OTAL EUR  88.81
CAMBIO",ropa
"ZARA
CIF: 53247605B
Fecha: 14/10/2026
----------------------
PANTA1ON  47.71
ZAPATOS  11.07
DEPO RTE  20.11
----------------------
TOTAL EUR  187.76
TARJETA",ropa
"ALDI
CIF: 21839121Y
Fecha: 14/10/2026
----------------------
GALLEAS  47.72
PESC ADO  14.03
LECHE  1.85
----------------------
TOTAL EUR  116.66
TICKET",alimentacion
"BERSHKA
CIF: 65014411C
Fecha: 1/4/2026
----------------------
ZAPATOS  49.95
CHAQUETA  43.81
BOL4O  31.15
F@LDA  4.7
AB RIGO  41.16
DE PORTE  45.25
----------------------
TOTAL E@R  140.85
FECHA",ropa
"EL CORTE ING@ES
CIF: 26798875M
Fecha: 24/8/2026
----------------------
FALDA  40.99
PANTAON  10.85
CAMISA  34.54
ZAPAT ILLAS  5.35
-------------- --------
TOTAL EUR  20.79
EFECTIVO",ropa
"METRO MADRID
CIF: 66480228O
Fecha: 17/5/2026
----------------------
G ASOLINA  22.97
BLLETE  1.48
-----@----------------
TOTAL EUR  65.12
TICKET",transporte
"CANAL DE ISA BEL II
CIF: 39984281T
Fecha: 12/4/2026
----------------------
BOBILLA  5.79
LUZ  16.04
----------------------
TOTAL EUR  192.86
TARJETA",hogar
"DIA
CIF: 63452747P
Fecha: 10/10/2026
----------------------
LECE  2.06
VERDURA  26.5
G ALLETAS  7.04
----------------------
TOTAL EUR  90.01
GRACIAS POR SU VISI TA",alimentacion
"SANITS
CIF: 62789111W
Fecha: 20/10/2026
----------------------
ANALISIS  13.54
PARACETAMOL  25.74
G@FAS  42.98
RECETA  36.53
MASAJE  24.65
----------------------
TOTAL EUR  132.4
TICKET",salud
"CONFORAMA
CIF: 41934271W
Fecha: 20/9/2026
----------------------
SILLA  36.15
INTERN ET  2.14
FACTURA  5.03
----------------------
TOTAL EUR  184.71
EFECTIVO",hogar
"U BER
CIF : 79499789R
Fecha: 8/4/2026
----------------------
DIESEL  26.72
MENSUAL  43.17
UER  48.47
TREN  21.36
BILLETE  28.07
PARKING  45.91
----------------------
TOTAL EUR  107.33
CAMBIO",transporte
"CLIN ICA DENTAL
CIF: 55815558T
Fecha: 28/5/2026
----------------------
CLINICA  8.65
MED ICAMENTO  2.55
P6RACETAMOL  14.61
FISIO  29.82
MASAJE  42.08
IBUPROFENO  1.25
----------------------
TOTAL EUR  16.65
TOTAL",salud
"TELEPIZZA
CIF: 53680368A
Fecha: 14/1/2026
----------------------
PLO8ITAS  15.14
ME!U  39.25
CRVEZA  33.09
----------------------
TOTAL EUR  17.89
FACTURA",ocio
"MAN GO
CIF: 72545807W
Fecha: 6/7/2026
----------------------
C1AQUETA  40.86
P ANTALON  13.39
CA1ISA  12.2
----------------------
TOTAL EUR  154.41
TICKET",ropa
"PRI MRK
CIF: 56125529M
Fecha: 16/3/2026
----------------------
JRSEY  3.37
PA NTALON  43.87
VESIDO  21.25
----------------------
TOTAL EUR  165.29
FECHA",ropa
"AM AZON
CIF: 25274987C
Fecha: 9/1/2026
----------------------
DISNEY  15.77
SUSCRIPCON  2.86
PR9NSA  32.29
LICENCIA  41.95
----------------------
TOTAL EUR  38.74
TICKET",suscripciones
"EMPRESA MUNICIPAL TRANSPORTES
CIF: 53384072M
Fecha: 22/11/2026
----------------------
T8EN  41.6
VUELO  10.98
ESTACIONAMIENTO  30.68
UBER  25.82
----------------------
TOTAL EUR  139.83
TARJETA",transporte
"EL COR2E INGLES
CIF: 159$6524W
Fecha: 8/9/2026
----------------------
CAMISA  3.67
ROPA IN%ERIOR  31.27
ZAPATILLAS  23.25
CINTRON  21.67
CALCETINES  35.23
ABRIO  17.88
----------------------
TOTAL EUR  187.33
GRACIAS POR SU VISITA",ropa
"ORANGE
CIF: 56278872U
Fecha: 18/5/2026
----------------------
PINTURA  24.67
MESA  9.96
----------------------
TO TAL EUR  93.8
IVA",hogar
"LIDL
CIF: 94543211R
Fecha: 26/2/2026
----------------------
VERDURA  7.46
PAN  2.16
YGUR  16.4
----------------------
TOTAL EUR  66.3
FECHA",alimentacion
"AH#RRAMAS
CIF: 14271435G
Fecha: 1/10/2026
----------------------
LEHE  5.43
VEDURA  10.41
CEREAL  31.11
----------------------
TOTAL EUR  39.68
GRACIAS POR SU VISITA",alimentacion
"BERSHKA
CIF: 66857373H
Fecha: 5/10/2026
----------------------
CALCETIN1S  41.42
PANTALON  13.48
----------------------
TOTAL EUR  185.44
FACTU3A",ropa
"CONSUM
CIF: 37773407U
Fecha: 21/11/2026
------------@---------
HUEVOS  10.99
REFRESCO  25.78
----------------------
TOTAL EUR  86.23
CAMBIO",alimentacion
"CIN5SA
CIF: 86998451X
Fecha: 12/12/2026
----------------------
HAMBURGUESA  43.58
ENTRADA  19.16
RESTA URANTE  27.18
PALOMITAS  32.14
CPA  21.46
----------------------
TOTAL EUR  37.67
GRACIAS POR SU VISITA",ocio
"OSHO
CIF: 75975531R
Fecha: 25/12/2026
----------------------
PATALON  45.29
ROPA INTERIOR  12.42
CINTURON  47.45
C!LCETINES  24.21
----------------------
TOTAL EUR  131.52
TARJETA",ropa
"IKEA
CIF: 13932339W
Fecha: 6/1/2026
----------------------
FACTURA  13.26
SLLA  12.85
LUZ  8.56
----------------------
TOTAL EUR  161.79
EUR",hogar
"BRICOMART
CIF: 31627151C
Fecha: 2/2/2026
----------------------
MUEBLE  5.39
AGUA  3.37
HERRAMIENTAS  9.26
FACTURA  15.8
--------- -------------
TOTAL EUR  134.28
TICKET",hogar
"GINOS
CIF: 78852719V
Fecha: 10/7/2026
----------------------
CENA  47.5
ME&U  20.43
RESTAURANTE  1.67
TAPAS  41.29
CONCIETO  34.79
COM4DA  19.98
----------------------
TOTAL EUR  119.27
IVA",ocio
"STARBUCKS
CIF: 22042848Q
Fecha: 20/12/2026
----------------------
CONCIERTO  5.99
CO MIDA  11.98
E NTRADA  48.52
RESTAURANTE  38.66
HAMBURGUESA  34.02
CERVEZA  5.29
----------------------
OTAL EUR  36.13
CAMBIO",ocio
"OYSHO
CIF: 91368857I
Fecha: 23/5/2026
----------------------
BOLSO  3.89
VESTIDO  18.1
CALCETI NES  27.94
ABRIGO  49.61
PNTALON  47.77
----------------------
TOTAL EUR  32.77
IVA",ropa
"ALTAFIT
CIF: 37756990K
Fecha: 6/9/2026
----------------------
AMAZON PRIME  23.19
SUSC%IPCION  31.63
DISNEY  6.61
SOFTWARE  39.48
REVISTA  15.62
MENS UALIDAD  24.59
----------------------
TOTAL EUR  116.77
FECHA",suscripciones
"FARM$CI
CIF: 63228608C
Fecha: 12/4/2026
----------------------
ANALISIS  25.73
LENTILLAS  37.62
FARMACIA  28.21
OPTICA  13.96
----------------------
TOTAL EUR  94.74
FACTURA",salud
"BASIC-FIT
CIF: 29836913S
Fecha: 17/8/2026
----------------------
SOFTWARE  37.5
NETFLIX  5.37
GIMNASIO  20.4
REVISTA  43.6
SPOTIFY  1.07
----------------------
TOTAL EUR  141.03
FACTURA",suscripciones
"HBO MX
CIF: 62852038S
Fecha: 22/5/2026
----------------------
AMAZON  PRIME  20.52
CUOTA  35.31
LICENCIA  30.91
----------------------
TOTA0 EUR  111.09
CAMBIO",suscripciones
"IKEA
CIF: 78790976U
Fecha: 12/4/2026
----------------------
A GUA  11.44
HERRAMIENTS  32.41
MSA  21.03
IKEA  12.54
INTE RNET  30.29
----------------------
TOTAL EUR  32.68
EFECTIVO",hogar
"CARREF1UR
CIF: 78791463G
Fecha: 24/3/2026
----------------------
FRUA  45.49
AGUA  47.94
GALLETAS  19.62
HU EVOS  10.53
LECE  31.48
----------------------
TOTAL EUR  98.18
FECHA",alimentacion
"E3OSKI
CIF: 89327874B
Fecha: 22/6/2026
----------------------
VERURA  10.93
FRUTA  37.44
POLLO  20.96
REFRESCO  19.93
----------------------
TOTAL EUR  20.28
EUR",alimentacion
"GOOGLE
CIF: 40792347P
Fecha: 16/12/2026
----------------------
NETFLIX  17.98
HBO  22.8
CUOTA  5.36
PRENSA  31.47
SOFTWARE  31.35
----------------------
TOTAL EUR  85.72
FACTURA",suscripciones
"V ISIONLAB
CIF: 38717133L
Fecha: 12/3/2026
----------------------
FSIO  8.22
IBUPROFENO  2.52
DENT ISTA  33.98
PARACET AMOL  21.7
R7VISION  16.06
RECEA  14.62
---------------------
TOTAL EUR  28.19
GRACIAS POR SU VISITA",salud
"AL2A
CIF: 52082834T
Fecha: 14/8/2026
----------------------
AVE  34.17
ESTACIONAMIENTO  10.29
PARKING  15.56
UBER  44.74
GASOLINA  16.07
----------------------
TOTAL EUR  142.96
FACTURA",transporte
"IKA
CIF: 85478932N
Fecha: 17/1/2026
----------------------
LUZ  2.91
LAMPARA  40.48
----------------------
TOTAL EUR  87.19
TICKET",hogar
"DIA
CIF: 12257170A
Fecha: 8/5/2026
----------------------
CEREAL  37.17
LECHE  20.19
POLLO  27.3
----------------------
TOTAL EUR  155.8$
CAJERO",alimentacion
"BASIC-FIT
CIF: 44156471D
Fecha: 7/8/2026
----------------------
MENSUALIDAD  32.33
SOFTWARE  13.45
NET FLIX  14.63
A%AZON PRIME  9.32
GIMNASIO  38.87
LICENCIA  2.86
----------------------
TOTAL EUR  55.59
EUR",suscripciones
"ALTAFIT
CIF: 62831172Q
Fecha: 28/1/2026
---------------------
LICENCIA  16.47
PRESA  19.91
DISNEY  19.99
----------------------
TOTAL EUR  110.08
FACTURA",suscripciones
"VSIONLAB
CIF: 23294558P
Fecha: 26/0/2026
----------------------
ANALISIS  49.68
CLINICA  49.63
RECETA  30.69
RE VISION  21.51
----------------------
TOTAL EUR  35.43
FECHA",salud
"ENDESA
CIF: 80978073B
Fecha: 2/6/2026
----------------------
SILLA  2.51
INTERN ET  41.52
LAMPARA  5.95
LUZ  37.77
ESTANTERIA  4.89
BRIOLAJE  42.75
----------------------
TOTAL EUR  149.68
FACTURA",hogar
"100 MONTADITOS
CIF: 71822412Z
Fecha: 23/7/2026
----------------------
MUSEO  42.08
CO8IDA  18.03
TAPAS  21.72
CERVEZA  32.62
----------------------
TOTAL EUR  186.8
CAJERO",ocio
"EL CORTE INGLES
CIF: 21054705H
Fecha: 28/6/2026
---------------------
VESTIDO  5.12
CHAQUETA  34.31
CALCETIN ES  8.69
JERSEY  39.33
BOLSO  8.73
----------------------
TOTAL EUR  144.12
EUR",ropa
"EMPRESA MUNICIPAL TRANSPORT ES
CIF: 70258889H
Fecha: 1/4/2026
----------------------
TAXI  2.25
DIESEL  24.63
----------------------
TOTAL EUR  145.54
TARJETA",transporte
"H&M
CIF: 73828273N
Fecha: 3/3/2026
----------------------
PANTALON  48.86
VESIDO  9.9
ZAPATILLAS  6.06
CAMISA  23.56
----------------------
TOTAL EUR  49.1
IVA",ropa
"TELEPI5ZA
CIF: 58868184N
Fecha: 22/1/2026
----------------------
CONCIERO  33.54
M*NU  1.72
CIE  19.33
COMIDA  30.39
----------------------
TOTAL EUR  191.88
TARJETA",ocio
"ALTA9IT
CIF: 16438677T
Fecha: 23/11/2026
----------------------
REVISTA  38.06
SPOTIFY  16.83
----------------------
TOTAL EUR  21.23
EUR",suscripciones
"RENFE
CIF: 48872944T
Fecha: 10/12/2026
------------------- ---
U%ER  4.44
PARKING  13.93
ESTACIONAMIENTO  4.55
TREN  40.64
CABIFY  36.02
AUTOBUS  23.54
----------------------
TOTAL EUR  73.21
EUR",transporte
"ADESLAS
CIF: 37153283C
Fecha: 4/7/2026
-- --------------------
GA FAS  16.63
DE NTISTA  35.52
FRMACIA  14.68
ANA!ISIS  37.34
----------------------
TOTAL EUR  160.2
CAMBIO",salud
"BRICOMART
CIF: 12296519M
Fecha: 17/9/2026
----------------------
LAMPARA  1.56
ESTANTERIA  12.0
I NTERNET  48.11
----------------------
TOTAL EUR  86.3
TOTAL",hogar
"ALCAMPO
CIF: 60794509D
Fecha: 6/6/2026
----------------------
LECHE  48.79
PAN  15.77
CEREAL  38.24
QUESO  41.46
FRU@A 21.31
CAR NE  38.97
----------------------
TOTAL EUR  122.04
FECHA",alimentacion
"DIS NEY+
CIF: 63058455G
Fecha: 4/12/2026
----------------------
AMAZO N PRIME  5.94
NETF LIX  17.21
LICENCIA  22.58
SPOTIFY  6.43
----------------------
TOTAL EUR  47.78
CAMBIO",suscripciones
"PRIMARK
CIF: 88754814D
Fecha: 19/3/2026
----------------------
CINTURON  17.65
CALCETINES  2.59
JE8SEY  48.87
APATS  9.01
----------------------
TOTAL EUR  70.28
GRACIAS POR SU VISITA",ropa
"ENDESA
CIF: 80202113Q
Fecha: 9/2/2026
----------------------
HERRAMIENTAS  38.85
I KEA  43.42
LUZ  38.8
FA CTURA  36.29
----------------------
TOTAL EUR  62.54
GRACIAS POR SU VISITA",hogar
"SANITAS
CIF: 57099496F
Fecha: 26/10/2026
--------------9-------
CLINICA  47.04
ME DICAMENTO  39.14
PARACETAMOL  17.45
----------------------
TOTAL EUR  60.51
GRACIAS POR SU VISITA",salud
"AHORRAAS
CIF: 82754203T
Fecha: 9/4/2026
----------------------
LECHE  33.4
Y OGUR  38.04
----------------------
TOTAL EUR  162.38
TOTAL",alimentacion
"GIN3S
CIF: 4466697 6L
Fecha: 17/6/2026
----------------------
CONCIERTO  34.91
CENA  38.59
----------------------
TOTAL EUR  79.4
EUR",ocio
"MERCADONA
CIF: 98975516X
Fecha: 18/7/2026
----------------------
CARNE  48.87
REFRESCO  39.84
VEDURA  21.13
POLLO  29.04
LECHE  9.59
----------------------
TOTAL EUR  12.73
TOTAL",alimentacion
"CLINICA DENTAL
CIF: 89042934J
Fecha: 21/10/2026
----------------------
GAFAS  43.01
REVISION  6.79
ANALI^IS  13.86
IBUPROENO  10.89
PARACETAOL  34.96
----------------------
TOTAL EUR  20.7
EUR",salud
"HB O MAX
CIF: 64224711W
echa: 14/5/2026
----------------------
SPOTIFY  13.67
SOFTW ARE  9.74
NETFLIX  10.94
CUOTA  26.17
----------------------
TOTAL EUR  29.11
EUR",suscripciones
"ENDESA
CIF: 83042968Y
Fecha: 15/3/2026
----------------------
M$SA  37.63
SILLA  47.02
INERNET  42.8
MUEBLE  16.73
LAMPARA  11.45
AGUA  45.78
----------------------
&OTAL EUR  195.33
EFECTIVO",hogar
"ZARA
CIF: 53134750S
Fecha: 6/9/2026
----------------------
ABRIGO  29.81
ROPA INTERIOR  24.86
BOLSO  37.97
CALCTINES  34.34
ZAPAT1S  40.85
----------------------
TOTAL EUR  153.96
EUR",ropa
"FA RMACIA
CIF: 89480114F
Fecha: 17/12/2026
----------------------
CLINICA  1.07
MEDICA MENTO  8.43
FARMAC IA  19.65
MASAJE  15.27
PARACETAMOL  9.95
----------------------
TOTAL EUR  155.23
FECHA",salud
"SPOTI$Y
CIF: 70323003L
Fecha: 2/2/2026
----------------------
A&AZON PRIME  26.92
REVISTA  33.09
SUSCRIPCION  7.56
ME$SUALIDAD  42.96
CUOTA  39.92
----------------------
TOTAL EUR  74.43
GRACIAS POR SU VISITA",suscripciones
"AENA
CIF: 27390587X
Fecha: 27/3/2026
----------------------
MENSUAL  34.23
UBER  44.38
GASOLINA  19.34
BONO  15.84
----------------------
TOTAL EUR  190.25
TICKET",transporte
"STRADIVARIUS
CIF: 50257679K
Fecha: 20/6/2026
----------------------
ZAPATOS  46.3
DEP ORTE  7.91
CA!ISA  43.73
----------------------
TOTAL EUR  146.53
FACTURA",ropa
"NETFIX
CIF: 13249200F
Fecha: 4/3/2026
----------------------
CU$TA  31.15
SOFTWARE  19.4
PRENSA  30.35
GIMNASIO  12.93
LICENCIA  46.51
REVISTA  26.94
----------------------
TOTAL EUR  26.95
EUR",suscripciones
"VIPS
CIF: 92532435H
Fecha: 8/3/2026
----------------------
C7PA  4.9
CERVEZA  23.47
CNA  35.92
COMI DA  31.96
RESTAURANTE  42.0
----------------------
TOTAL EUR  61.73
TARJETA",ocio
"EL CORTE INGL ES
CIF: 58374847S
Fecha: 1/1/2026
----------------------
FALDA  19.71
ROPA INTRIOR  31.89
C ALCETINES  22.77
BOLSO  23.57
PANTALON  1.5
ZAPATI LLAS  7.37
---------------------
TOTAL EUR  103.89
TARJETA",ropa
"BASIC-FIT
CIF: 10869489T
Fecha: 4/1/2026
----------------------
SPOTIFY  46.34
LIC%NCIA  22.7
GIMNASIO  1.98
AMAZON 4RIME  38.75
MENSUALIDAD  43.97
--0-------------------
TOTAL EUR  119.86
FACTURA",suscripciones
"TMB
CIF: 47445445R
Fecha: 9/7/2026
----------------------
PARKING  34.17
VUE3O  3.96
TREN  45.03
AUTBUS  14.26
---------------------
TOTAL EUR  67.24
CAMBIO",transporte
"MVISTAR
CIF: 53584847L
Fecha: 3/9/2026
----------------------
BRICLAJE  27.51
AGUA  3.79
BOMBI LLA  28.46
INTERNET  2.67
----------------------
TOTAL EUR  184.11
GRACIAS POR SU VISITA",hogar
"MOVISAR
CIF: 62823086R
Fecha: 2/10/2026
----------------------
IK EA  33.22
FACTURA  44.12
HRRAMIENTAS  20.65 
E STANTERIA  14.38
PINTURA  32.18
SILLA  47.17
----------------------
TOTAL EUR  126.81
FECHA",hogar
"ALTAFIT
CIF: 74987242L
Fe cha: 8/7/2026
----------------------
DISN^Y  17.94
NETF LIX  46.51
AMAZON PRIME  6.2
SPOTFY  32.08
SUSCRIPCION  38.27
----------------------
TOTAL EUR  113.73
CAMBIO",suscripciones
"TELEPIZZA
CIF: 11863623P
Fecha: 27/10/2026
----------------------
CONCIERTO  43.25
COPA  22.83
CIE  49.81
----------------------
TOT3L EUR  78.56
TOTAL",ocio
"STRADI5ARIUS
CIF: 39739771Q
Fech9: 9/8/2026
----------------------
FALDA  18.09
BOL SO  48.07
----------------------
TOTAL EUR  119.56
FACTURA",ropa
"G ALP
CIF: 78982291B
Fecha: 14/8/2026
----------------------
UB ER  46.99
AUTOBUS  1.07
TAXI  28.97
----------------------
TOTAL EUR  101.52
EFECTIVO",transporte
"OYS^O
CIF: 12130164V
Fecha: 23/3/2026
----------------------
ROP A INTERIOR  24.32
ZAP ATOS  10.35
PANTALON  39.36
DEPORE  39.78
ZAPATILLAS  22.66
BOLSO  28.06
- ---------------------
TOTAL EUR  114.85
TOTAL",ropa
"PRIMARK
CIF: 63112314Q
Fecha: 12/2/2026
----------------------
FALDA  18.27
ARIGO  33.06
ZAPATILLAS  32.55
ROPA INTER9OR  40.8
----------------------
TOTAL EUR  138.43
CAMBIO",ropa
"YELMO CINES
CIF: 64773531A
Fecha: 15/5/2026
----------------------
CINE  19.69
RESTAURANTE  13.63
H*MBURGUESA  42.18
CO1CIERTO  30.82
----------------------
TOTAL EUR  126.56
CAJERO",ocio
"METRO MADRID
CIF: 81715888L
Fecha: 10/12/2026
----------------------
BOO  42.92
TREN  12.88
ESTACIONAMIENTO  2.83
TAXI  13.15
PARKING  48.56
PEAJE  47.75
----------------------
TOTAL EUR  96.62
EUR",transporte
"RENFE
CIF: 39608803O
Fecha: 12/1/20267----------------------
TAXI  1.04
MENUAL  10.93
GASOLI NA  13.89
DIES3L  24.31
PARKI NG  36.49
----------------------
TOTAL EUR  157.83
CAJERO",transporte
"ADES&AS
CIF: 81761344E
Fecha: 22/8/2026
----------------------
MEDICAMENTO  9.89
FARMAC IA  46.68
ANALISIS  13.84
PARACETAMOL  26.13
DENISTA  38.39
OPTICA  13.72
----------------------
TOTAL EUR  26.63
TICKET",salud
"CINESA
CIF: 14345450F
Fecha : 5/8/2026
----------------------
C@PA  31.55
MUSO  37.52
MENU  11.28
TAAS  18.77
CENA  4.78
----------------------
TOTAL EUR  21.41
CAJERO",ocio
"GINOS
CIF: 10999130N
Fecha: 9/8/2026
----------------------
PALOMITAS  18.02
COIDA  34.25
T9ATRO  18.73
----------------------
TOTAL EUR  127.52
CAMBIO",ocio
"CON SUM
CIF: 24294189S
Fecha: 27/3/2026
----------------------
LECE  1.26
QUESO  15.84
PESCADO  21.67
VERDURA  10.04
REFRES0O  37.38
CARNE  11.74
----------------------
TOTAL EUR  50.14
EFECTIVO",alimentacion
"CLINICA DENTAL
CIF: 48329479X
Fecha: 22/7/2026
----------------------
MEDICAMEN TO  13.38
R&CETA  42.67
GAFAS  13.48
CLIICA  48.98
----------------------
TOTAL EUR  16.16
FACTURA",salud
"VODAFONE
CIF: 94177539L
Fecha: 13/1/2026
----------------------
ESTANTE IA  4.25
SLLA  33.28
----------------------
TOTAL EUR  57.23
TOTAL",hogar
"YELMO CINES
CIF: 43927705L
Fecha: 16/10/2026
----------------------
TAPAS  20.74
CIE  10.48
CONCERTO  12.11
---------------------
TOTAL EUR  19.29
FECHA",ocio
"HBO MAX
CIF: 59019351Y
Fecha: 21/3/2026
----------------------
MENSUALIDAD  41.89
LICEN9IA  43.04
----------------------
TOTAL EUR  85.16
TOTAL",suscripciones
"100 MON1ADITOS
CIF: 57265883J
Fecha: 17/4/2026
----------------------
MUSEO  36.71
CI NE  9.11
TAP8S  32.88
COPA  5.87
----------------------
TOTAL EUR  48.09
FECHA",ocio
"ASSA
CIF: 19030909E
Fecha: 12/4/2026
----------------------
IBUPROFENO  40.28
OPTICA  44.15
REC ETA  11.11
REVISI5N  35.25
----------------------
TOTAL EUR  184.16
IVA",salud
"PRIMARK
CIF: 67879249K
Fecha: 3/3/2026
----------------------
CALCETINES  34.09
FALDA  11.1
CHAUETA  22.84
----------------------
TOTAL EUR  34.06
TARJETA",ropa
